edge degrees:
id	degree	max	normal
4033	7	43	0.33
4034	7	390	0.04
4035	7	24	0.58
4036	7	27	0.52
4037	7	149	0.09
4038	7	149	0.09
4039	2	10	0.4
4040	2	87	0.05
4041	2	62	0.06
4042	6	91	0.13
4043	6	66	0.18
4044	4	10	0.8
4045	5	13	0.77
4046	6	609	0.02
4047	5	13	0.77
4048	4	169	0.05
4049	5	170	0.06
4050	5	170	0.06
4051	2	4	1
4052	2	4	1
4053	2	4	1
4054	3	7	0.86
4055	3	24	0.25
4056	3	606	0.01
4057	3	386	0.02
4058	3	7	0.86
4059	3	7	0.86
4060	4	8	1
4061	3	7	0.86
4062	6	13	0.92
4063	9	21	0.86
4064	6	171	0.07
4065	4	16	0.5
4066	7	610	0.02
4067	9	21	0.86
4068	12	615	0.04
4069	36	216	0.33
4070	10	21	0.95
4071	11	22	1
4072	32	159	0.4
4073	10	152	0.13
4074	11	153	0.14
4075	3	17	0.35
4076	4	18	0.44
4077	7	172	0.08
4078	2	4	1
4079	2	4	1
4080	2	4	1
4081	5	143	0.07
4082	6	609	0.02
4083	3	8	0.75
4084	5	147	0.07
4085	4	9	0.89
4086	4	9	0.89
4087	4	146	0.05
4088	2	605	0.01
4089	2	167	0.02
4090	2	13	0.31
4091	8	19	0.84
4092	2	9	0.44
4093	2	170	0.02
4094	2	18	0.22
4095	3	171	0.04
4096	3	19	0.32
4097	18	53	0.68
4098	8	19	0.84
4099	18	53	0.68
4100	8	19	0.84
4101	8	19	0.84
4102	4	607	0.01
4103	2	5	0.8
4104	2	5	0.8
4105	2	5	0.8
4106	4	10	0.8
4107	3	7	0.86
4108	4	10	0.8
4109	3	7	0.86
4110	3	7	0.86
4111	3	7	0.86
4112	3	6	1
4113	3	6	1
4114	4	10	0.8
4115	4	10	0.8
4116	5	388	0.03
4117	3	9	0.67
4118	2	605	0.01
4119	2	11	0.36
4120	2	167	0.02
4121	4	169	0.05
4122	7	16	0.88
4123	7	16	0.88
4124	9	612	0.03
4125	7	16	0.88
4126	7	172	0.08
4127	9	18	1
4128	7	172	0.08
4129	6	12	1
4130	4	9	0.89
4131	6	609	0.02
4132	3	8	0.75
4133	6	148	0.08
4134	4	9	0.89
4135	4	146	0.05
4136	3	7	0.86
4137	4	16	0.5
4138	3	119	0.05
4139	2	14	0.29
4140	8	20	0.8
4141	2	5	0.8
4142	5	173	0.06
4143	5	17	0.59
4144	2	14	0.29
4145	10	23	0.87
4146	10	22	0.91
4147	10	175	0.11
4148	9	21	0.86
4149	8	19	0.84
4150	6	15	0.8
4151	10	21	0.95
4152	8	17	0.94
4153	7	16	0.88
4154	12	48	0.5
4155	3	9	0.67
4156	2	8	0.5
4157	4	13	0.62
4158	7	20	0.7
4159	7	20	0.7
4160	5	11	0.91
4161	5	11	0.91
4162	5	123	0.08
4163	0	29	0
4164	13	27	0.96
4165	3	10	0.6
4166	3	10	0.6
4167	3	10	0.6
4168	6	609	0.02
4169	2	170	0.02
4170	2	6	0.67
4171	3	10	0.6
4172	3	606	0.01
4173	3	24	0.25
4174	3	17	0.35
4175	3	24	0.25
4176	3	17	0.35
4177	4	14	0.57
4178	3	10	0.6
4179	8	176	0.09
4180	5	12	0.83
4181	6	13	0.92
4182	11	31	0.71
4183	3	7	0.86
4184	3	7	0.86
4185	3	7	0.86
4186	12	90	0.27
4187	6	19	0.63
4188	12	130	0.18
4189	7	20	0.7
4190	9	127	0.14
4191	5	17	0.59
4192	9	147	0.12
4193	8	68	0.24
4194	9	151	0.12
4195	8	146	0.11
4196	6	66	0.18
4197	9	392	0.05
4198	8	150	0.11
4199	6	186	0.06
4200	7	18	0.78
4201	6	17	0.71
4202	6	174	0.07
4203	6	389	0.03
4204	5	10	1
4205	5	10	1
4206	5	388	0.03
4207	6	174	0.07
4208	7	390	0.04
4209	5	15	0.67
4210	7	17	0.82
4211	8	18	0.89
4212	6	13	0.92
4213	6	19	0.63
4214	6	389	0.03
4215	6	27	0.44
4216	4	17	0.47
4217	5	18	0.56
4218	2	15	0.27
4219	1	3	0.67
4220	1	384	0.01
4221	2	7	0.57
4222	4	23	0.35
4223	4	23	0.35
4224	7	16	0.88
4225	5	26	0.38
4226	6	17	0.71
4227	4	25	0.32
4228	6	17	0.71
4229	6	17	0.71
4230	7	172	0.08
4231	4	607	0.01
4232	4	169	0.05
4233	12	38	0.63
4234	18	68	0.53
4235	8	34	0.47
4236	12	38	0.63
4237	4	9	0.89
4238	5	10	1
4239	7	15	0.93
4240	2	4	1
4241	6	19	0.63
4242	2	15	0.27
4243	2	385	0.01
4244	13	30	0.87
4245	13	29	0.9
4246	12	29	0.83
4247	12	28	0.86
4248	11	138	0.16
4249	11	138	0.16
4250	10	23	0.87
4251	8	51	0.31
4252	7	33	0.42
4253	12	38	0.63
4254	6	16	0.75
4255	8	176	0.09
4256	0	0	1
4257	17	46	0.74
4258	3	6	1
4259	17	46	0.74
4260	3	6	1
4261	3	6	1
4262	3	606	0.01
4263	4	11	0.73
4264	1	2	1
4265	1	2	1
4266	5	83	0.12
4267	3	20	0.3
4268	5	123	0.08
4269	15	32	0.94
4270	5	15	0.67
4271	7	22	0.64
4272	6	13	0.92
4273	5	29	0.34
4274	5	20	0.5
4275	4	11	0.73
4276	7	22	0.64
4277	6	13	0.92
4278	4	11	0.73
4279	5	143	0.07
4280	6	609	0.02
4281	3	8	0.75
4282	5	147	0.07
4283	4	9	0.89
4284	4	9	0.89
4285	4	146	0.05
4286	7	15	0.93
4287	6	14	0.86
4288	8	16	1
4289	5	13	0.77
4290	6	16	0.75
4291	5	147	0.07
4292	3	13	0.46
4293	6	16	0.75
4294	3	6	1
4295	3	6	1
4296	3	30	0.2
4297	3	606	0.01
4298	3	6	1
4299	3	6	1
4300	3	6	1
4301	8	611	0.03
4302	6	21	0.57
4303	8	391	0.04
4304	8	36	0.44
4305	9	37	0.49
4306	10	27	0.74
4307	2	7	0.57
4308	5	388	0.03
4309	4	387	0.02
4310	6	14	0.86
4311	8	16	1
4312	7	15	0.93
4313	8	16	1
4314	8	16	1
4315	4	8	1
4316	19	48	0.79
4317	4	8	1
4318	4	184	0.04
4319	4	33	0.24
4320	4	8	1
4321	4	131	0.06
4322	16	45	0.71
4323	4	8	1
4324	4	8	1
4325	15	142	0.21
4326	4	131	0.06
4327	5	11	0.91
4328	6	389	0.03
4329	5	15	0.67
4330	6	389	0.03
4331	4	14	0.57
4332	7	17	0.82
4333	7	172	0.08
4334	3	7	0.86
4335	3	8	0.75
4336	1	6	0.33
4337	3	27	0.22
4338	6	13	0.92
4339	5	11	0.91
4340	6	171	0.07
4341	4	10	0.8
4342	5	11	0.91
4343	2	5	0.8
4344	2	5	0.8
4345	2	167	0.02
4346	5	173	0.06
4347	2	7	0.57
4348	3	8	0.75
4349	5	10	1
4350	1	10	0.2
4351	0	3	0
4352	0	0	1
4353	6	14	0.86
4354	4	9	0.89
4355	6	171	0.07
4356	8	611	0.03
4357	4	9	0.89
4358	4	9	0.89
4359	5	10	1
4360	10	21	0.95
4361	9	18	1
4362	10	152	0.13
4363	9	151	0.12
4364	9	18	1
4365	9	174	0.1
4366	5	12	0.83
4367	9	21	0.86
4368	7	16	0.88
4369	9	174	0.1
4370	7	172	0.08
4371	24	74	0.65
4372	21	71	0.59
4373	24	142	0.34
4374	24	166	0.29
4375	2	4	1
4376	8	173	0.09
4377	2	4	1
4378	2	167	0.02
4379	2	4	1
4380	2	4	1
4381	2	4	1
4382	3	8	0.75
4383	2	10	0.4
4384	2	7	0.57
4385	4	9	0.89
4386	12	29	0.83
4387	7	18	0.78
4388	3	18	0.33
4389	2	6	0.67
4390	3	7	0.86
4391	0	3	0
4392	5	83	0.12
4393	3	20	0.3
4394	5	123	0.08
4395	15	32	0.94
4396	2	52	0.08
4397	0	0	1
4398	5	97	0.1
4399	9	612	0.03
4400	7	21	0.67
4401	8	391	0.04
4402	5	19	0.53
4403	2	605	0.01
4404	2	9	0.44
4405	2	167	0.02
4406	3	168	0.04
4407	5	13	0.77
4408	4	12	0.67
4409	4	12	0.67
4410	7	23	0.61
4411	8	43	0.37
4412	6	14	0.86
4413	6	14	0.86
4414	7	15	0.93
4415	9	147	0.12
4416	8	17	0.94
4417	9	612	0.03
4418	9	125	0.14
4419	8	37	0.43
4420	9	392	0.05
4421	9	151	0.12
4422	8	17	0.94
4423	9	125	0.14
4424	8	37	0.43
4425	9	392	0.05
4426	8	150	0.11
4427	11	40	0.55
4428	3	10	0.6
4429	6	21	0.57
4430	3	18	0.33
4431	1	8	0.25
4432	4	8	1
4433	1	5	0.4
4434	10	102	0.2
4435	6	14	0.86
4436	7	15	0.93
4437	7	610	0.02
4438	8	391	0.04
4439	2	4	1
4440	2	4	1
4441	2	29	0.14
4442	2	4	1
4443	2	4	1
4444	5	17	0.59
4445	4	19	0.42
4446	8	391	0.04
4447	5	20	0.5
4448	10	393	0.05
4449	0	0	1
4450	2	605	0.01
4451	2	167	0.02
4452	19	184	0.21
4453	3	17	0.35
4454	9	52	0.35
4455	2	23	0.17
4456	2	9	0.44
4457	2	9	0.44
4458	6	145	0.08
4459	6	26	0.46
4460	6	35	0.34
4461	7	125	0.11
4462	17	46	0.74
4463	11	40	0.55
4464	2	605	0.01
4465	2	167	0.02
4466	2	12	0.33
4467	10	20	1
4468	9	19	0.95
4469	0	0	1
4470	5	11	0.91
4471	4	9	0.89
4472	6	609	0.02
4473	3	8	0.75
4474	5	147	0.07
4475	4	9	0.89
4476	4	146	0.05
4477	7	610	0.02
4478	2	4	1
4479	5	170	0.06
4480	2	4	1
4481	2	167	0.02
4482	6	15	0.8
4483	45	225	0.4
4484	5	12	0.83
4485	10	36	0.56
4486	6	186	0.06
4487	4	11	0.73
4488	5	31	0.32
4489	0	0	1
4490	4	11	0.73
4491	7	175	0.08
4492	6	174	0.07
4493	6	389	0.03
4494	0	0	1
4495	14	29	0.97
4496	13	28	0.93
4497	14	29	0.97
4498	11	26	0.85
4499	11	28	0.79
4500	4	120	0.07
4501	3	8	0.75
4502	5	10	1
4503	1	5	0.4
4504	4	120	0.07
4505	1	117	0.02
4506	4	9	0.89
4507	4	9	0.89
4508	2	7	0.57
4509	5	608	0.02
4510	0	4	0
4511	9	19	0.95
4512	5	608	0.02
4513	4	14	0.57
4514	4	131	0.06
4515	5	132	0.08
4516	12	24	1
4517	11	23	0.96
4518	12	24	1
4519	10	22	0.91
4520	10	22	0.91
4521	1	6	0.33
4522	4	387	0.02
4523	4	387	0.02
4524	4	9	0.89
4525	4	9	0.89
4526	9	18	1
4527	9	18	1
4528	8	17	0.94
4529	6	12	1
4530	5	11	0.91
4531	8	391	0.04
4532	6	389	0.03
4533	7	18	0.78
4534	3	9	0.67
4535	14	617	0.05
4536	3	14	0.43
4537	6	609	0.02
4538	5	173	0.06
4539	3	14	0.43
4540	7	18	0.78
4541	5	11	0.91
4542	5	11	0.91
4543	4	12	0.67
4544	7	17	0.82
4545	4	12	0.67
4546	5	15	0.67
4547	12	24	1
4548	12	29	0.83
4549	11	23	0.96
4550	10	27	0.74
4551	10	137	0.15
4552	10	137	0.15
4553	5	11	0.91
4554	7	15	0.93
4555	5	11	0.91
4556	7	15	0.93
4557	4	9	0.89
4558	4	9	0.89
4559	4	31	0.26
4560	4	607	0.01
4561	3	8	0.75
4562	3	8	0.75
4563	4	9	0.89
4564	0	6	0
4565	7	18	0.78
4566	8	40	0.4
4567	4	56	0.14
4568	5	121	0.08
4569	2	11	0.36
4570	3	12	0.5
4571	5	83	0.12
4572	5	123	0.08
4573	5	22	0.45
4574	7	19	0.74
4575	7	15	0.93
4576	8	16	1
4577	7	125	0.11
4578	7	15	0.93
4579	7	15	0.93
4580	11	25	0.88
4581	11	25	0.88
4582	11	25	0.88
4583	10	126	0.16
4584	10	126	0.16
4585	7	18	0.78
4586	7	15	0.93
4587	7	149	0.09
4588	7	149	0.09
4589	2	4	1
4590	2	4	1
4591	2	167	0.02
4592	7	14	1
4593	7	172	0.08
4594	3	9	0.67
4595	4	10	0.8
4596	3	12	0.5
4597	4	169	0.05
4598	7	172	0.08
4599	0	9	0
4600	3	9	0.67
4601	5	173	0.06
4602	3	7	0.86
4603	5	388	0.03
4604	3	7	0.86
4605	3	386	0.02
4606	0	15	0
4607	5	15	0.67
4608	7	16	0.88
4609	5	15	0.67
4610	5	15	0.67
4611	6	16	0.75
4612	5	34	0.29
4613	5	32	0.31
4614	5	83	0.12
4615	3	23	0.26
4616	5	123	0.08
4617	16	36	0.89
4618	5	11	0.91
4619	5	43	0.23
4620	4	387	0.02
4621	1	6	0.33
4622	4	9	0.89
4623	5	11	0.91
4624	3	6	1
4625	4	10	0.8
4626	3	6	1
4627	3	6	1
4628	3	6	1
4629	7	15	0.93
4630	5	12	0.83
4631	2	9	0.44
4632	7	14	1
4633	12	29	0.83
4634	0	4	0
4635	4	11	0.73
4636	3	15	0.4
4637	4	169	0.05
4638	8	173	0.09
4639	3	18	0.33
4640	7	175	0.08
4641	5	16	0.62
4642	9	177	0.1
4643	5	16	0.62
4644	10	22	0.91
4645	6	23	0.52
4646	6	26	0.46
4647	4	13	0.62
4648	4	24	0.33
4649	5	12	0.83
4650	6	22	0.55
4651	3	19	0.32
4652	4	9	0.89
4653	5	608	0.02
4654	4	169	0.05
4655	4	12	0.67
4656	5	12	0.83
4657	8	19	0.84
4658	5	16	0.62
4659	5	12	0.83
4660	14	46	0.61
4661	6	38	0.32
4662	16	184	0.17
4663	19	184	0.21
4664	3	7	0.86
4665	3	7	0.86
4666	3	7	0.86
4667	3	13	0.46
4668	4	18	0.44
4669	0	17	0
4670	4	11	0.73
4671	5	143	0.07
4672	8	391	0.04
4673	5	147	0.07
4674	6	144	0.08
4675	7	390	0.04
4676	6	148	0.08
4677	5	15	0.67
4678	3	6	1
4679	4	14	0.57
4680	3	6	1
4681	3	6	1
4682	3	606	0.01
4683	6	174	0.07
4684	6	15	0.8
4685	1	5	0.4
4686	6	174	0.07
4687	4	11	0.73
4688	6	13	0.92
4689	6	13	0.92
4690	7	14	1
4691	7	14	1
4692	0	0	1
4693	0	3	0
4694	3	11	0.55
4695	3	606	0.01
4696	3	386	0.02
4697	3	15	0.4
4698	6	389	0.03
4699	5	17	0.59
4700	6	17	0.71
4701	2	12	0.33
4702	2	12	0.33
4703	10	32	0.62
4704	5	12	0.83
4705	5	27	0.37
4706	4	11	0.73
4707	5	12	0.83
4708	13	181	0.14
4709	4	11	0.73
4710	5	12	0.83
4711	8	37	0.43
4712	12	395	0.06
4713	4	10	0.8
4714	4	19	0.42
4715	5	11	0.91
4716	5	20	0.5
4717	13	28	0.93
4718	4	19	0.42
4719	7	15	0.93
4720	8	16	1
4721	8	16	1
4722	7	15	0.93
4723	8	16	1
4724	2	605	0.01
4725	2	4	1
4726	2	385	0.01
4727	2	4	1
4728	2	385	0.01
4729	11	23	0.96
4730	12	24	1
4731	13	30	0.87
4732	11	23	0.96
4733	12	29	0.83
4734	10	137	0.15
4735	11	138	0.16
4736	9	19	0.95
4737	18	47	0.77
4738	9	174	0.1
4739	18	47	0.77
4740	2	4	1
4741	2	605	0.01
4742	2	167	0.02
4743	2	605	0.01
4744	2	167	0.02
4745	7	21	0.67
4746	6	20	0.6
4747	9	35	0.51
4748	5	31	0.32
4749	0	14	0
4750	1	5	0.4
4751	1	36	0.06
4752	1	51	0.04
4753	17	67	0.51
4754	7	17	0.82
4755	14	179	0.16
4756	4	14	0.57
4757	7	17	0.82
4758	8	18	0.89
4759	11	37	0.59
4760	8	18	0.89
4761	8	18	0.89
4762	10	36	0.56
4763	9	19	0.95
4764	22	48	0.92
4765	6	32	0.38
4766	5	10	1
4767	3	119	0.05
4768	3	8	0.75
4769	4	9	0.89
4770	5	11	0.91
4771	5	13	0.77
4772	6	12	1
4773	5	13	0.77
4774	4	131	0.06
4775	4	131	0.06
4776	2	4	1
4777	4	12	0.67
4778	2	4	1
4779	4	12	0.67
4780	2	10	0.4
4781	6	17	0.71
4782	6	38	0.32
4783	7	42	0.33
4784	12	47	0.51
Average = 8.6
Average Normalized = 0.55
Average By Vertex = 50.73
Average Normalized By Vertex = 3.26
Average By Edge Density = 2825482.12
Average Normalized By Edge Density = 181552.28
